,Species,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Sample ID
13357,Adelie,36.9,18.6,189.0,3500.0,FEMALE,G_103
13358,Adelie,36.9,18.6,189.0,3500.0,FEMALE,G_107
13359,Adelie,36.9,18.6,189.0,3500.0,FEMALE,G_109
13360,Adelie,36.9,18.6,189.0,3500.0,FEMALE,G_111
13361,Adelie,36.9,18.6,189.0,3500.0,FEMALE,G_113
13362,Adelie,36.9,18.6,189.0,3500.0,FEMALE,G_115
13363,Adelie,36.9,18.6,189.0,3500.0,FEMALE,G_119
13364,Adelie,36.9,18.6,189.0,3500.0,FEMALE,G_121
13365,Adelie,36.9,18.6,189.0,3500.0,FEMALE,G_123
13366,Adelie,38.3,19.2,189.0,3950.0,MALE,A_1
13367,Adelie,38.3,19.2,189.0,3950.0,MALE,A_6
13368,Adelie,38.3,19.2,189.0,3950.0,MALE,A_8
13369,Adelie,38.3,19.2,189.0,3950.0,MALE,A_14
13370,Adelie,38.3,19.2,189.0,3950.0,MALE,A_15
13371,Adelie,38.3,19.2,189.0,3950.0,MALE,A_18
13372,Adelie,38.3,19.2,189.0,3950.0,MALE,A_20
13373,Adelie,38.3,19.2,189.0,3950.0,MALE,A_22
13374,Adelie,38.3,19.2,189.0,3950.0,MALE,A_24
13375,Adelie,38.3,19.2,189.0,3950.0,MALE,A_25
13376,Adelie,38.3,19.2,189.0,3950.0,MALE,A_27
13377,Adelie,38.3,19.2,189.0,3950.0,MALE,A_30
13378,Adelie,38.3,19.2,189.0,3950.0,MALE,A_32
13379,Adelie,38.3,19.2,189.0,3950.0,MALE,A_34
13380,Adelie,38.3,19.2,189.0,3950.0,MALE,A_36
13381,Adelie,38.3,19.2,189.0,3950.0,MALE,A_37
13382,Adelie,38.3,19.2,189.0,3950.0,MALE,A_40
13383,Adelie,38.3,19.2,189.0,3950.0,MALE,A_42
13384,Adelie,38.3,19.2,189.0,3950.0,MALE,A_44
13385,Adelie,38.3,19.2,189.0,3950.0,MALE,A_46
13386,Adelie,38.3,19.2,189.0,3950.0,MALE,A_47
13387,Adelie,38.3,19.2,189.0,3950.0,MALE,A_50
13388,Adelie,38.3,19.2,189.0,3950.0,MALE,A_52
13389,Adelie,38.3,19.2,189.0,3950.0,MALE,A_54
13390,Adelie,38.3,19.2,189.0,3950.0,MALE,A_56
13391,Adelie,38.3,19.2,189.0,3950.0,MALE,A_58
13392,Adelie,38.3,19.2,189.0,3950.0,MALE,A_60
13393,Adelie,38.3,19.2,189.0,3950.0,MALE,A_62
13394,Adelie,38.3,19.2,189.0,3950.0,MALE,A_64
13395,Adelie,38.3,19.2,189.0,3950.0,MALE,A_66
13396,Adelie,38.3,19.2,189.0,3950.0,MALE,A_68
13397,Adelie,38.3,19.2,189.0,3950.0,MALE,A_70
13398,Adelie,38.3,19.2,189.0,3950.0,MALE,A_72
13399,Adelie,38.3,19.2,189.0,3950.0,MALE,A_74
13400,Adelie,38.3,19.2,189.0,3950.0,MALE,A_76
13401,Adelie,38.3,19.2,189.0,3950.0,MALE,A_78
13402,Adelie,38.3,19.2,189.0,3950.0,MALE,A_80
13403,Adelie,38.3,19.2,189.0,3950.0,MALE,A_82
13404,Adelie,38.3,19.2,189.0,3950.0,MALE,A_84
13405,Adelie,38.3,19.2,189.0,3950.0,MALE,A_86
13406,Adelie,38.3,19.2,189.0,3950.0,MALE,A_87
13407,Adelie,38.3,19.2,189.0,3950.0,MALE,A_89
13408,Adelie,38.3,19.2,189.0,3950.0,MALE,A_92
13409,Adelie,38.3,19.2,189.0,3950.0,MALE,A_94
13410,Adelie,38.3,19.2,189.0,3950.0,MALE,A_96
13411,Adelie,38.3,19.2,189.0,3950.0,MALE,A_98
13412,Adelie,38.3,19.2,189.0,3950.0,MALE,A_100
13413,Adelie,38.3,19.2,189.0,3950.0,MALE,A_102
13414,Adelie,38.3,19.2,189.0,3950.0,MALE,A_104
13415,Adelie,38.3,19.2,189.0,3950.0,MALE,A_106
13416,Adelie,38.3,19.2,189.0,3950.0,MALE,A_108
13417,Adelie,38.3,19.2,189.0,3950.0,MALE,A_110
13418,Adelie,38.3,19.2,189.0,3950.0,MALE,A_112
13419,Adelie,38.3,19.2,189.0,3950.0,MALE,A_114
13420,Adelie,38.3,19.2,189.0,3950.0,MALE,A_116
13421,Adelie,38.3,19.2,189.0,3950.0,MALE,A_118
13422,Adelie,38.3,19.2,189.0,3950.0,MALE,A_120
13423,Adelie,38.3,19.2,189.0,3950.0,MALE,A_122
13424,Adelie,38.3,19.2,189.0,3950.0,MALE,A_124
13425,Adelie,38.3,19.2,189.0,3950.0,MALE,A_126
13426,Adelie,38.3,19.2,189.0,3950.0,MALE,A_128
13427,Adelie,38.3,19.2,189.0,3950.0,MALE,A_130
13428,Adelie,38.3,19.2,189.0,3950.0,MALE,A_132
13429,Adelie,38.3,19.2,189.0,3950.0,MALE,A_134
13430,Adelie,38.3,19.2,189.0,3950.0,MALE,A_136
13431,Adelie,38.3,19.2,189.0,3950.0,MALE,A_138
13432,Adelie,38.3,19.2,189.0,3950.0,MALE,A_140
13433,Adelie,38.3,19.2,189.0,3950.0,MALE,A_142
13434,Adelie,38.3,19.2,189.0,3950.0,MALE,A_144
13435,Adelie,38.3,19.2,189.0,3950.0,MALE,A_146
13436,Adelie,38.3,19.2,189.0,3950.0,MALE,A_147
13437,Adelie,38.3,19.2,189.0,3950.0,MALE,A_150
13438,Adelie,38.3,19.2,189.0,3950.0,MALE,A_152
13439,Adelie,38.3,19.2,189.0,3950.0,MALE,C_2
13440,Adelie,38.3,19.2,189.0,3950.0,MALE,C_3
13441,Adelie,38.3,19.2,189.0,3950.0,MALE,C_5
13442,Adelie,38.3,19.2,189.0,3950.0,MALE,C_8
13443,Adelie,38.3,19.2,189.0,3950.0,MALE,C_10
13444,Adelie,38.3,19.2,189.0,3950.0,MALE,C_12
13445,Adelie,38.3,19.2,189.0,3950.0,MALE,C_14
13446,Adelie,38.3,19.2,189.0,3950.0,MALE,C_16
13447,Adelie,38.3,19.2,189.0,3950.0,MALE,C_17
13448,Adelie,38.3,19.2,189.0,3950.0,MALE,C_20
13449,Adelie,38.3,19.2,189.0,3950.0,MALE,C_22
13450,Adelie,38.3,19.2,189.0,3950.0,MALE,C_24
13451,Adelie,38.3,19.2,189.0,3950.0,MALE,C_26
13452,Adelie,38.3,19.2,189.0,3950.0,MALE,C_28
13453,Adelie,38.3,19.2,189.0,3950.0,MALE,C_30
13454,Adelie,38.3,19.2,189.0,3950.0,MALE,C_32
13455,Adelie,38.3,19.2,189.0,3950.0,MALE,C_34
13456,Adelie,38.3,19.2,189.0,3950.0,MALE,C_35
13457,Adelie,38.3,19.2,189.0,3950.0,MALE,C_38
13458,Adelie,38.3,19.2,189.0,3950.0,MALE,C_40
13459,Adelie,38.3,19.2,189.0,3950.0,MALE,C_41
13460,Adelie,38.3,19.2,189.0,3950.0,MALE,C_43
13461,Adelie,38.3,19.2,189.0,3950.0,MALE,C_46
13462,Adelie,38.3,19.2,189.0,3950.0,MALE,C_48
13463,Adelie,38.3,19.2,189.0,3950.0,MALE,C_49
13464,Adelie,38.3,19.2,189.0,3950.0,MALE,C_52
13465,Adelie,38.3,19.2,189.0,3950.0,MALE,C_54
13466,Adelie,38.3,19.2,189.0,3950.0,MALE,C_56
13467,Adelie,38.3,19.2,189.0,3950.0,MALE,C_58
13468,Adelie,38.3,19.2,189.0,3950.0,MALE,C_59
13469,Adelie,38.3,19.2,189.0,3950.0,MALE,C_61
13470,Adelie,38.3,19.2,189.0,3950.0,MALE,C_66
13471,Adelie,38.3,19.2,189.0,3950.0,MALE,C_67
13472,Adelie,38.3,19.2,189.0,3950.0,MALE,G_2
13473,Adelie,38.3,19.2,189.0,3950.0,MALE,G_4
13474,Adelie,38.3,19.2,189.0,3950.0,MALE,G_5
13475,Adelie,38.3,19.2,189.0,3950.0,MALE,G_8
13476,Adelie,38.3,19.2,189.0,3950.0,MALE,G_10
13477,Adelie,38.3,19.2,189.0,3950.0,MALE,G_12
13478,Adelie,38.3,19.2,189.0,3950.0,MALE,G_14
13479,Adelie,38.3,19.2,189.0,3950.0,MALE,G_16
13480,Adelie,38.3,19.2,189.0,3950.0,MALE,G_18
13481,Adelie,38.3,19.2,189.0,3950.0,MALE,G_20
13482,Adelie,38.3,19.2,189.0,3950.0,MALE,G_21
13483,Adelie,38.3,19.2,189.0,3950.0,MALE,G_24
13484,Adelie,38.3,19.2,189.0,3950.0,MALE,G_26
13485,Adelie,38.3,19.2,189.0,3950.0,MALE,G_28
13486,Adelie,38.3,19.2,189.0,3950.0,MALE,G_30
13487,Adelie,38.3,19.2,189.0,3950.0,MALE,G_31
13488,Adelie,38.3,19.2,189.0,3950.0,MALE,G_34
13489,Adelie,38.3,19.2,189.0,3950.0,MALE,G_36
13490,Adelie,38.3,19.2,189.0,3950.0,MALE,G_38
13491,Adelie,38.3,19.2,189.0,3950.0,MALE,G_40
13492,Adelie,38.3,19.2,189.0,3950.0,MALE,G_42
13493,Adelie,38.3,19.2,189.0,3950.0,MALE,G_44
13494,Adelie,38.3,19.2,189.0,3950.0,MALE,G_45
13495,Adelie,38.3,19.2,189.0,3950.0,MALE,G_48
13496,Adelie,38.3,19.2,189.0,3950.0,MALE,G_50
13497,Adelie,38.3,19.2,189.0,3950.0,MALE,G_52
13498,Adelie,38.3,19.2,189.0,3950.0,MALE,G_54
13499,Adelie,38.3,19.2,189.0,3950.0,MALE,G_56
13500,Adelie,38.3,19.2,189.0,3950.0,MALE,G_58
13501,Adelie,38.3,19.2,189.0,3950.0,MALE,G_60
13502,Adelie,38.3,19.2,189.0,3950.0,MALE,G_62
13503,Adelie,38.3,19.2,189.0,3950.0,MALE,G_64
13504,Adelie,38.3,19.2,189.0,3950.0,MALE,G_66
13505,Adelie,38.3,19.2,189.0,3950.0,MALE,G_68
13506,Adelie,38.3,19.2,189.0,3950.0,MALE,G_70
13507,Adelie,38.3,19.2,189.0,3950.0,MALE,G_72
13508,Adelie,38.3,19.2,189.0,3950.0,MALE,G_73
13509,Adelie,38.3,19.2,189.0,3950.0,MALE,G_76
13510,Adelie,38.3,19.2,189.0,3950.0,MALE,G_78
13511,Adelie,38.3,19.2,189.0,3950.0,MALE,G_80
13512,Adelie,38.3,19.2,189.0,3950.0,MALE,G_82
13513,Adelie,38.3,19.2,189.0,3950.0,MALE,G_86
13514,Adelie,38.3,19.2,189.0,3950.0,MALE,G_88
13515,Adelie,38.3,19.2,189.0,3950.0,MALE,G_90
13516,Adelie,38.3,19.2,189.0,3950.0,MALE,G_92
13517,Adelie,38.3,19.2,189.0,3950.0,MALE,G_94
13518,Adelie,38.3,19.2,189.0,3950.0,MALE,G_96
13519,Adelie,38.3,19.2,189.0,3950.0,MALE,G_97
13520,Adelie,38.3,19.2,189.0,3950.0,MALE,G_100
13521,Adelie,38.3,19.2,189.0,3950.0,MALE,G_102
13522,Adelie,38.3,19.2,189.0,3950.0,MALE,G_104
13523,Adelie,38.3,19.2,189.0,3950.0,MALE,G_106
13524,Adelie,38.3,19.2,189.0,3950.0,MALE,G_108
13525,Adelie,38.3,19.2,189.0,3950.0,MALE,G_110
13526,Adelie,38.3,19.2,189.0,3950.0,MALE,G_114
13527,Adelie,38.3,19.2,189.0,3950.0,MALE,G_116
13528,Adelie,38.3,19.2,189.0,3950.0,MALE,G_118
13529,Adelie,38.3,19.2,189.0,3950.0,MALE,G_122
13530,Adelie,38.3,19.2,189.0,3950.0,MALE,G_124
13531,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_2
13532,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_3
13533,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_7
13534,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_13
13535,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_17
13536,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_19
13537,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_21
13538,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_23
13539,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_26
13540,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_28
13541,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_29
13542,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_31
13543,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_33
13544,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_35
13545,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_38
13546,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_39
13547,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_41
13548,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_43
13549,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_45
13550,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_49
13551,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_51
13552,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_53
13553,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_55
13554,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_57
13555,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_59
13556,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_61
13557,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_63
13558,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_65
13559,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_67
13560,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_69
13561,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_71
13562,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_73
13563,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_75
13564,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_77
13565,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_79
13566,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_81
13567,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_83
13568,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_85
13569,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_88
13570,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_90
13571,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_91
13572,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_93
13573,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_95
13574,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_97
13575,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_99
13576,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_101
13577,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_103
13578,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_105
13579,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_107
13580,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_109
13581,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_111
13582,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_113
13583,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_115
13584,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_117
13585,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_119
13586,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_121
13587,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_123
13588,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_125
13589,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_127
13590,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_129
13591,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_131
13592,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_133
13593,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_135
13594,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_137
13595,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_139
13596,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_141
13597,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_143
13598,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_145
13599,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_148
13600,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_149
13601,Adelie,38.9,18.8,190.0,3600.0,FEMALE,A_151
13602,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_1
13603,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_4
13604,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_6
13605,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_7
13606,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_9
13607,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_11
13608,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_13
13609,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_15
13610,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_18
13611,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_19
13612,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_21
13613,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_23
13614,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_25
13615,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_27
13616,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_29
13617,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_31
13618,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_33
13619,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_36
13620,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_37
13621,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_39
13622,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_42
13623,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_44
13624,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_45
13625,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_47
13626,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_50
13627,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_53
13628,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_55
13629,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_57
13630,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_60
13631,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_62
13632,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_63
13633,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_65
13634,Adelie,38.9,18.8,190.0,3600.0,FEMALE,C_68
13635,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_1
13636,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_3
13637,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_6
13638,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_7
13639,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_9
13640,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_11
13641,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_13
13642,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_15
13643,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_17
13644,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_19
13645,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_22
13646,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_23
13647,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_25
13648,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_29
13649,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_32
13650,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_33
13651,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_35
13652,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_37
13653,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_39
13654,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_41
13655,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_43
13656,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_46
13657,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_47
13658,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_49
13659,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_51
13660,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_53
13661,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_55
13662,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_57
13663,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_59
13664,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_61
13665,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_63
13666,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_65
13667,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_69
13668,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_74
13669,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_75
13670,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_77
13671,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_79
13672,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_81
13673,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_83
13674,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_85
13675,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_87
13676,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_89
13677,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_91
13678,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_93
13679,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_95
13680,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_98
13681,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_99
13682,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_101
13683,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_103
13684,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_107
13685,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_109
13686,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_111
13687,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_113
13688,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_115
13689,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_119
13690,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_121
13691,Adelie,38.9,18.8,190.0,3600.0,FEMALE,G_123
13692,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_2
13693,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_3
13694,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_7
13695,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_13
13696,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_17
13697,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_19
13698,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_21
13699,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_23
13700,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_26
13701,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_28
13702,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_29
13703,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_31
13704,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_33
13705,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_35
13706,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_38
13707,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_39
13708,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_41
13709,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_43
13710,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_45
13711,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_49
13712,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_51
13713,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_53
13714,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_55
13715,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_57
13716,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_59
13717,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_61
13718,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_63
13719,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_65
13720,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_67
13721,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_69
13722,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_71
13723,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_73
13724,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_75
13725,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_77
13726,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_79
13727,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_81
13728,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_83
13729,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_85
13730,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_88
13731,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_90
13732,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_91
13733,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_93
13734,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_95
13735,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_97
13736,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_99
13737,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_101
13738,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_103
13739,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_105
13740,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_107
13741,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_109
13742,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_111
13743,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_113
13744,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_115
13745,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_117
13746,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_119
13747,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_121
13748,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_123
13749,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_125
13750,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_127
13751,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_129
13752,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_131
13753,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_133
13754,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_135
13755,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_137
13756,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_139
13757,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_141
13758,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_143
13759,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_145
13760,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_148
13761,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_149
13762,Adelie,35.7,18.0,202.0,3550.0,FEMALE,A_151
13763,Adelie,35.7,18.0,202.0,3550.0,FEMALE,C_1
